time,ffco2_GL,ffco2_NH,ffco2_SH,ffco2_NHex,ffco2_TR,ffco2_SHex
1/15/59,8.86E+11,8.60E+11,25634231810,7.77E+11,97466391300,8750289340
2/15/59,7.67E+11,7.42E+11,24393777260,6.70E+11,86404232700,8555279760
3/15/59,8.01E+11,7.72E+11,28856621700,6.94E+11,94123855200,10428493680
4/15/59,7.29E+11,7.00E+11,29470877900,6.27E+11,88737080300,10988262500
5/15/59,6.90E+11,6.58E+11,32401045450,5.87E+11,89195977400,12384813560
6/15/59,6.21E+11,5.88E+11,32803917670,5.22E+11,84029742600,12729864430
7/15/59,6.07E+11,5.73E+11,34776236400,5.07E+11,85603672000,13569219680
8/15/59,6.53E+11,6.19E+11,33643085500,5.51E+11,87620758500,12967306020
9/15/59,6.86E+11,6.55E+11,30849147000,5.86E+11,86902911600,11731635830
10/15/59,7.61E+11,7.31E+11,30407310860,6.55E+11,92462603300,11284663430
11/15/59,7.91E+11,7.64E+11,27337856800,6.88E+11,91640774600,9844611970
12/15/59,8.62E+11,8.35E+11,26663132800,7.54E+11,96520865000,9283706340
1/15/60,9.32E+11,9.05E+11,26942897180,8.18E+11,1.03E+11,9105709100
2/15/60,8.36E+11,8.09E+11,26533312070,7.30E+11,94276608500,9221626500
3/15/60,8.43E+11,8.13E+11,30275180800,7.31E+11,99114783100,10845106070
4/15/60,7.67E+11,7.36E+11,30861966500,6.60E+11,93372742700,11399435470
5/15/60,7.26E+11,6.92E+11,33898179440,6.17E+11,93799817300,12834269120
6/15/60,6.52E+11,6.17E+11,34312539500,5.49E+11,88299198200,13207677560
7/15/60,6.38E+11,6.01E+11,36366865440,5.32E+11,89935023800,14075593320
8/15/60,6.86E+11,6.51E+11,35190523740,5.78E+11,92105667800,13449187800
9/15/60,7.21E+11,6.89E+11,32302415300,6.16E+11,91405374300,12179741120
10/15/60,8.01E+11,7.69E+11,31854123780,6.90E+11,97324117500,11707808590
11/15/60,8.33E+11,8.04E+11,28689432100,7.24E+11,96518939000,10239028620
12/15/60,9.07E+11,8.79E+11,28024682000,7.94E+11,1.02E+11,9677548520
1/15/61,9.38E+11,9.09E+11,28280340360,8.26E+11,1.00E+11,9481745790
2/15/61,8.11E+11,7.84E+11,26861262820,7.11E+11,89135030500,9254652780
3/15/61,8.48E+11,8.16E+11,31743350760,7.37E+11,97356430300,11281403850
4/15/61,7.71E+11,7.38E+11,32352135720,6.65E+11,91984727000,11861204040
5/15/61,7.30E+11,6.94E+11,35522141490,6.22E+11,92796370600,13352213890
6/15/61,6.55E+11,6.19E+11,35960711900,5.52E+11,87650341600,13748355470
7/15/61,6.40E+11,6.02E+11,38099616060,5.35E+11,89394343300,14644210030
8/15/61,6.89E+11,6.52E+11,36856972860,5.81E+11,91325324900,13980522210
9/15/61,7.24E+11,6.90E+11,33867228360,6.19E+11,90339309000,12681522960
10/15/61,8.05E+11,7.72E+11,33381518960,6.95E+11,95909482300,12167581140
11/15/61,8.38E+11,8.08E+11,30084182660,7.31E+11,94789932700,10646928800
12/15/61,9.13E+11,8.84E+11,29376809120,8.01E+11,99620122300,10045858830
1/15/62,9.72E+11,9.43E+11,29331741450,8.57E+11,1.03E+11,9838247860
2/15/62,8.41E+11,8.13E+11,27878936100,7.38E+11,91217824500,9619845490
3/15/62,8.79E+11,8.46E+11,32952324850,7.65E+11,99756252500,11728125480
4/15/62,7.98E+11,7.64E+11,33649909400,6.89E+11,94412531800,12380426970
5/15/62,7.55E+11,7.18E+11,36959452450,6.44E+11,95428565800,13941348850
6/15/62,6.77E+11,6.40E+11,37412837000,5.71E+11,90292971200,14350639450
7/15/62,6.61E+11,6.21E+11,39660986550,5.52E+11,92144483500,15302753220
8/15/62,7.11E+11,6.73E+11,38363811550,6.01E+11,94021335100,14608981130
9/15/62,7.49E+11,7.14E+11,35221467000,6.41E+11,92858485800,13229927470
10/15/62,8.34E+11,7.99E+11,34708741150,7.21E+11,98428737100,12692473660
11/15/62,8.69E+11,8.37E+11,31248302660,7.58E+11,97113173800,11086730470
12/15/62,9.47E+11,9.16E+11,30503255550,8.32E+11,1.02E+11,10455762070
1/15/63,1.03E+12,1.00E+12,30203896650,9.10E+11,1.07E+11,10103412030
2/15/63,8.90E+11,8.61E+11,28683046060,7.83E+11,95147881500,9857294420
3/15/63,9.29E+11,8.95E+11,33916621500,8.11E+11,1.04E+11,12037313350
4/15/63,8.43E+11,8.08E+11,34570123000,7.30E+11,98441872500,12659709230
5/15/63,7.97E+11,7.59E+11,37965453900,6.81E+11,99481508100,14258155540
6/15/63,7.13E+11,6.75E+11,38411289300,6.03E+11,94122755500,14663804340
7/15/63,6.96E+11,6.55E+11,40691033800,5.82E+11,96035433200,15614169490
8/15/63,7.50E+11,7.10E+11,39391759100,6.35E+11,98010375800,14927010760
9/15/63,7.91E+11,7.54E+11,36190372900,6.78E+11,96818140900,13532871320
10/15/63,8.81E+11,8.45E+11,35690347800,7.63E+11,1.03E+11,13000971650
11/15/63,9.19E+11,8.87E+11,32173565700,8.04E+11,1.01E+11,11387147030
12/15/63,1.00E+12,9.71E+11,31410053740,8.83E+11,1.06E+11,10740803470
1/15/64,1.08E+12,1.05E+12,32268732800,9.54E+11,1.13E+11,10936466260
2/15/64,9.67E+11,9.35E+11,31759614890,8.50E+11,1.04E+11,11061156320
3/15/64,9.75E+11,9.39E+11,36283586700,8.50E+11,1.10E+11,13026150910
4/15/64,8.84E+11,8.47E+11,37021605400,7.64E+11,1.04E+11,13709781400
5/15/64,8.35E+11,7.94E+11,40686374000,7.12E+11,1.05E+11,15443879460
6/15/64,7.47E+11,7.06E+11,41193864400,6.30E+11,99642723300,15893553030
7/15/64,7.28E+11,6.85E+11,43627419900,6.08E+11,1.02E+11,16906245830
8/15/64,7.85E+11,7.43E+11,42217337200,6.63E+11,1.04E+11,16160297030
9/15/64,8.28E+11,7.90E+11,38767616800,7.09E+11,1.02E+11,14649139240
10/15/64,9.24E+11,8.86E+11,38204864200,8.00E+11,1.08E+11,14068869190
11/15/64,9.64E+11,9.30E+11,34398934900,8.43E+11,1.07E+11,12304727520
12/15/64,1.05E+12,1.02E+12,33554573800,9.26E+11,1.12E+11,11605112100
1/15/65,1.13E+12,1.10E+12,34363848640,9.99E+11,1.21E+11,11777645620
2/15/65,9.81E+11,9.48E+11,32693982900,8.59E+11,1.07E+11,11518031570
3/15/65,1.02E+12,9.86E+11,38699426840,8.90E+11,1.17E+11,14039020250
4/15/65,9.28E+11,8.88E+11,39547474700,8.00E+11,1.11E+11,14814010010
5/15/65,8.76E+11,8.33E+11,43497108640,7.45E+11,1.13E+11,16700528380
6/15/65,7.83E+11,7.39E+11,43986822400,6.58E+11,1.07E+11,17133704580
7/15/65,7.64E+11,7.17E+11,46652667540,6.35E+11,1.09E+11,18276867150
8/15/65,8.23E+11,7.78E+11,45114869540,6.92E+11,1.11E+11,17453635340
9/15/65,8.69E+11,8.28E+11,41426372200,7.42E+11,1.09E+11,15826611830
10/15/65,9.70E+11,9.29E+11,40810926140,8.37E+11,1.16E+11,15210931800
11/15/65,1.01E+12,9.77E+11,36703188700,8.83E+11,1.14E+11,13285590760
12/15/65,1.11E+12,1.07E+12,35798470740,9.70E+11,1.20E+11,12544950800
1/15/66,1.19E+12,1.15E+12,35651559000,1.05E+12,1.27E+11,12107979910
2/15/66,1.03E+12,9.93E+11,33877219600,8.99E+11,1.13E+11,11833468840
3/15/66,1.07E+12,1.03E+12,40059242800,9.32E+11,1.24E+11,14431530120
4/15/66,9.71E+11,9.30E+11,40898142800,8.37E+11,1.17E+11,15217390040
5/15/66,9.17E+11,8.72E+11,44956428800,7.79E+11,1.18E+11,17162546700
6/15/66,8.18E+11,7.72E+11,45481372700,6.86E+11,1.12E+11,17653602010
7/15/66,7.97E+11,7.49E+11,48192947500,6.62E+11,1.14E+11,18809490020
8/15/66,8.59E+11,8.13E+11,46632798700,7.23E+11,1.17E+11,17963944030
9/15/66,9.08E+11,8.65E+11,42850546200,7.74E+11,1.15E+11,16291370660
10/15/66,1.02E+12,9.74E+11,42229968500,8.76E+11,1.22E+11,15643228350
11/15/66,1.06E+12,1.02E+12,38014156400,9.25E+11,1.20E+11,13655050370
12/15/66,1.16E+12,1.12E+12,37102209600,1.02E+12,1.27E+11,12887536700
1/15/67,1.23E+12,1.19E+12,37255223800,1.08E+12,1.33E+11,12690987410
2/15/67,1.06E+12,1.02E+12,35391203300,9.27E+11,1.18E+11,12395607080
3/15/67,1.11E+12,1.07E+12,41870349300,9.61E+11,1.29E+11,15122681380
4/15/67,1.00E+12,9.59E+11,42727742300,8.61E+11,1.22E+11,15928630460
5/15/67,9.46E+11,8.99E+11,46960453900,8.02E+11,1.24E+11,17956058400
6/15/67,8.44E+11,7.96E+11,47551749600,7.05E+11,1.18E+11,18489678940
7/15/67,8.21E+11,7.71E+11,50342796400,6.79E+11,1.20E+11,19668778620
8/15/67,8.85E+11,8.37E+11,48705575100,7.42E+11,1.22E+11,18784387400
9/15/67,9.37E+11,8.92E+11,44772622500,7.97E+11,1.21E+11,17047903910
10/15/67,1.05E+12,1.00E+12,44111775500,9.02E+11,1.28E+11,16365911320
11/15/67,1.10E+12,1.06E+12,39733437900,9.53E+11,1.26E+11,14309067480
12/15/67,1.20E+12,1.16E+12,38739119100,1.05E+12,1.32E+11,13479609340
1/15/68,1.29E+12,1.25E+12,39936206600,1.13E+12,1.42E+11,13149309780
2/15/68,1.16E+12,1.12E+12,39226646600,1.01E+12,1.31E+11,13299323830
3/15/68,1.17E+12,1.12E+12,44725063900,1.01E+12,1.39E+11,15674675810
4/15/68,1.05E+12,1.01E+12,45605734700,9.03E+11,1.31E+11,16537535030
5/15/68,9.94E+11,9.44E+11,50033154200,8.40E+11,1.33E+11,18631585870
6/15/68,8.85E+11,8.34E+11,50560987700,7.37E+11,1.26E+11,19165405810
7/15/68,8.61E+11,8.07E+11,53515619500,7.09E+11,1.29E+11,20401077200
8/15/68,9.29E+11,8.77E+11,51817644400,7.76E+11,1.31E+11,19478800250
9/15/68,9.84E+11,9.36E+11,47699243800,8.34E+11,1.29E+11,17683065190
10/15/68,1.10E+12,1.06E+12,47088048400,9.46E+11,1.37E+11,16997714170
11/15/68,1.15E+12,1.11E+12,42459194000,1.00E+12,1.35E+11,14829315250
12/15/68,1.26E+12,1.22E+12,41501302400,1.10E+12,1.41E+11,13992465770
1/15/69,1.38E+12,1.34E+12,42950635400,1.21E+12,1.56E+11,14149904120
2/15/69,1.19E+12,1.15E+12,40730389900,1.04E+12,1.38E+11,13836978550
3/15/69,1.25E+12,1.20E+12,48091963800,1.08E+12,1.51E+11,16907108740
4/15/69,1.13E+12,1.08E+12,49041369800,9.63E+11,1.44E+11,17845966340
5/15/69,1.06E+12,1.01E+12,53817359500,8.95E+11,1.45E+11,20139115140
6/15/69,9.46E+11,8.91E+11,54378636600,7.85E+11,1.38E+11,20718105940
7/15/69,9.19E+11,8.62E+11,57519379300,7.54E+11,1.41E+11,22038295840
8/15/69,9.92E+11,9.36E+11,55714043800,8.25E+11,1.43E+11,21045845280
9/15/69,1.05E+12,1.00E+12,51288039600,8.89E+11,1.41E+11,19083811920
10/15/69,1.18E+12,1.13E+12,50642240800,1.01E+12,1.50E+11,18345758560
11/15/69,1.24E+12,1.19E+12,45676620200,1.07E+12,1.47E+11,15992403000
12/15/69,1.35E+12,1.30E+12,44603421000,1.18E+12,1.55E+11,15037134620
1/15/70,1.50E+12,1.45E+12,45807187700,1.31E+12,1.74E+11,14849149460
2/15/70,1.29E+12,1.25E+12,43364684600,1.12E+12,1.54E+11,14492610550
3/15/70,1.35E+12,1.30E+12,51171891600,1.16E+12,1.69E+11,17724737700
4/15/70,1.22E+12,1.17E+12,52143644000,1.04E+12,1.60E+11,18712647300
5/15/70,1.15E+12,1.09E+12,57218372000,9.64E+11,1.62E+11,21150655660
6/15/70,1.02E+12,9.63E+11,57731280700,8.44E+11,1.53E+11,21725397100
7/15/70,9.93E+11,9.32E+11,61049526700,8.11E+11,1.56E+11,23106545260
8/15/70,1.07E+12,1.01E+12,59165606300,8.87E+11,1.59E+11,22079372700
9/15/70,1.14E+12,1.08E+12,54530614700,9.57E+11,1.57E+11,20038203040
10/15/70,1.28E+12,1.22E+12,53841986000,1.09E+12,1.67E+11,19230046520
11/15/70,1.34E+12,1.29E+12,48662070600,1.16E+12,1.65E+11,16796609860
12/15/70,1.46E+12,1.42E+12,47567668900,1.27E+12,1.73E+11,15811637660
1/15/71,1.56E+12,1.51E+12,49499868400,1.36E+12,1.85E+11,15809034450
2/15/71,1.35E+12,1.30E+12,46859101200,1.16E+12,1.64E+11,15421077950
3/15/71,1.41E+12,1.35E+12,55309535100,1.21E+12,1.80E+11,18879111410
4/15/71,1.27E+12,1.21E+12,56425764900,1.08E+12,1.70E+11,19970373410
5/15/71,1.20E+12,1.13E+12,61866943400,9.98E+11,1.72E+11,22532538050
6/15/71,1.06E+12,9.99E+11,62442263200,8.73E+11,1.63E+11,23163280580
7/15/71,1.03E+12,9.64E+11,65973331500,8.37E+11,1.66E+11,24602506650
8/15/71,1.11E+12,1.05E+12,63929129500,9.17E+11,1.69E+11,23501851810
9/15/71,1.18E+12,1.12E+12,58948984100,9.90E+11,1.67E+11,21341551840
10/15/71,1.33E+12,1.27E+12,58175143400,1.13E+12,1.77E+11,20459238150
11/15/71,1.39E+12,1.34E+12,52571147100,1.20E+12,1.75E+11,17863618440
12/15/71,1.52E+12,1.47E+12,51376007100,1.32E+12,1.83E+11,16811395190
1/15/72,1.63E+12,1.58E+12,51690183500,1.41E+12,1.95E+11,16248653080
2/15/72,1.45E+12,1.40E+12,50639658000,1.25E+12,1.79E+11,16429436030
3/15/72,1.47E+12,1.41E+12,57657266000,1.26E+12,1.89E+11,19422416680
4/15/72,1.32E+12,1.26E+12,58720594300,1.12E+12,1.79E+11,20510385950
5/15/72,1.25E+12,1.18E+12,64343035200,1.04E+12,1.81E+11,23165126880
6/15/72,1.11E+12,1.04E+12,64886448000,9.07E+11,1.72E+11,23806730050
7/15/72,1.07E+12,1.00E+12,68597752200,8.69E+11,1.75E+11,25324734780
8/15/72,1.16E+12,1.09E+12,66505664200,9.53E+11,1.79E+11,24195747180
9/15/72,1.23E+12,1.17E+12,61356270000,1.03E+12,1.76E+11,21959803900
10/15/72,1.39E+12,1.33E+12,60620468000,1.17E+12,1.87E+11,21077693580
11/15/72,1.45E+12,1.40E+12,54830034300,1.25E+12,1.84E+11,18390082700
12/15/72,1.59E+12,1.53E+12,53619546600,1.37E+12,1.93E+11,17286748920
1/15/73,1.72E+12,1.66E+12,56126217500,1.49E+12,2.10E+11,17306078260
2/15/73,1.48E+12,1.43E+12,52958937100,1.28E+12,1.87E+11,16865597520
3/15/73,1.55E+12,1.49E+12,62299152300,1.32E+12,2.04E+11,20625663800
4/15/73,1.40E+12,1.34E+12,63392542300,1.18E+12,1.93E+11,21818536720
5/15/73,1.32E+12,1.25E+12,69325960100,1.09E+12,1.96E+11,24613419250
6/15/73,1.17E+12,1.10E+12,69788579100,9.54E+11,1.85E+11,25266477980
7/15/73,1.13E+12,1.06E+12,73749217100,9.14E+11,1.89E+11,26903780200
8/15/73,1.22E+12,1.15E+12,71534401100,1.00E+12,1.93E+11,25672778000
9/15/73,1.30E+12,1.23E+12,66146523500,1.08E+12,1.90E+11,23336358480
10/15/73,1.47E+12,1.40E+12,65414838700,1.24E+12,2.02E+11,22383691950
11/15/73,1.54E+12,1.48E+12,59353520400,1.32E+12,1.99E+11,19576815180
12/15/73,1.68E+12,1.62E+12,58144075600,1.45E+12,2.08E+11,18399472800
1/15/74,1.71E+12,1.65E+12,57579214000,1.48E+12,2.13E+11,17481746560
2/15/74,1.48E+12,1.42E+12,54319691600,1.27E+12,1.90E+11,17042412260
3/15/74,1.55E+12,1.48E+12,63832226800,1.31E+12,2.08E+11,20842710160
4/15/74,1.39E+12,1.33E+12,64855653800,1.17E+12,1.97E+11,21999643720
5/15/74,1.31E+12,1.24E+12,70867245300,1.09E+12,1.99E+11,24821868060
6/15/74,1.17E+12,1.09E+12,71359632000,9.48E+11,1.89E+11,25519824330
7/15/74,1.13E+12,1.06E+12,75332793300,9.09E+11,1.93E+11,27128340810
8/15/74,1.22E+12,1.15E+12,73129616700,9.96E+11,1.96E+11,25918425810
9/15/74,1.30E+12,1.23E+12,67643082900,1.08E+12,1.94E+11,23548791180
10/15/74,1.46E+12,1.39E+12,66917841200,1.23E+12,2.05E+11,22573364620
11/15/74,1.53E+12,1.47E+12,60756609200,1.30E+12,2.02E+11,19736724480
12/15/74,1.67E+12,1.61E+12,59593025800,1.43E+12,2.12E+11,18566286760
1/15/75,1.71E+12,1.65E+12,58741920900,1.47E+12,2.16E+11,17559259920
2/15/75,1.47E+12,1.42E+12,55447690900,1.26E+12,1.92E+11,17150352180
3/15/75,1.54E+12,1.48E+12,65131634400,1.31E+12,2.10E+11,20981414840
4/15/75,1.39E+12,1.32E+12,66170831000,1.17E+12,1.99E+11,22147893500
5/15/75,1.31E+12,1.24E+12,72257898600,1.08E+12,2.01E+11,24975244540
6/15/75,1.16E+12,1.09E+12,72701219100,9.45E+11,1.91E+11,25638460920
7/15/75,1.13E+12,1.05E+12,76788178600,9.06E+11,1.95E+11,27293307540
8/15/75,1.22E+12,1.15E+12,74543203000,9.93E+11,1.98E+11,26068928870
9/15/75,1.30E+12,1.23E+12,68954003700,1.07E+12,1.96E+11,23675277130
10/15/75,1.46E+12,1.39E+12,68251587100,1.22E+12,2.07E+11,22717355310
11/15/75,1.53E+12,1.46E+12,61999371100,1.30E+12,2.05E+11,19867326770
12/15/75,1.67E+12,1.61E+12,60827200800,1.43E+12,2.14E+11,18695090680
1/15/76,1.80E+12,1.73E+12,60603529300,1.54E+12,2.29E+11,17892979270
2/15/76,1.60E+12,1.54E+12,59230583300,1.37E+12,2.11E+11,18091927600
3/15/76,1.62E+12,1.55E+12,67139122300,1.37E+12,2.23E+11,21359144910
4/15/76,1.46E+12,1.39E+12,68184020900,1.22E+12,2.11E+11,22542373720
5/15/76,1.38E+12,1.30E+12,74422022400,1.13E+12,2.14E+11,25411705670
6/15/76,1.22E+12,1.15E+12,74935061500,9.89E+11,2.03E+11,26142054010
7/15/76,1.19E+12,1.11E+12,79101376400,9.48E+11,2.07E+11,27794475820
8/15/76,1.28E+12,1.20E+12,76791287900,1.04E+12,2.11E+11,26540432170
9/15/76,1.36E+12,1.29E+12,71052223300,1.12E+12,2.08E+11,24111534620
10/15/76,1.53E+12,1.46E+12,70325854700,1.28E+12,2.20E+11,23129491370
11/15/76,1.60E+12,1.54E+12,63883049400,1.36E+12,2.17E+11,20212537880
12/15/76,1.75E+12,1.69E+12,62696257400,1.50E+12,2.28E+11,19015319670
1/15/77,1.85E+12,1.78E+12,64179672400,1.58E+12,2.41E+11,18705733690
2/15/77,1.59E+12,1.53E+12,60525713000,1.36E+12,2.14E+11,18257409980
3/15/77,1.67E+12,1.60E+12,70970706000,1.41E+12,2.34E+11,22299333930
4/15/77,1.51E+12,1.43E+12,72022851100,1.26E+12,2.22E+11,23528638180
5/15/77,1.42E+12,1.34E+12,78590359800,1.16E+12,2.25E+11,26555492330
6/15/77,1.26E+12,1.18E+12,79051687300,1.02E+12,2.13E+11,27274293180
7/15/77,1.22E+12,1.14E+12,83460836100,9.75E+11,2.17E+11,29029139530
8/15/77,1.32E+12,1.24E+12,81051381100,1.07E+12,2.21E+11,27723337580
9/15/77,1.40E+12,1.33E+12,75019458500,1.15E+12,2.18E+11,25179692930
10/15/77,1.58E+12,1.50E+12,74292294300,1.32E+12,2.31E+11,24146700230
11/15/77,1.65E+12,1.58E+12,67569382300,1.40E+12,2.28E+11,21123079540
12/15/77,1.80E+12,1.74E+12,66373392500,1.54E+12,2.39E+11,19875634630
1/15/78,1.91E+12,1.85E+12,67739277300,1.64E+12,2.54E+11,19402901400
2/15/78,1.65E+12,1.59E+12,63799615800,1.40E+12,2.26E+11,18924320380
3/15/78,1.73E+12,1.65E+12,74707309400,1.45E+12,2.47E+11,23115811200
4/15/78,1.56E+12,1.48E+12,75698045200,1.30E+12,2.34E+11,24349594510
5/15/78,1.47E+12,1.39E+12,82465391700,1.20E+12,2.37E+11,27452471200
6/15/78,1.31E+12,1.22E+12,82938175800,1.05E+12,2.24E+11,28238923850
7/15/78,1.27E+12,1.18E+12,87470051600,1.01E+12,2.29E+11,30009147200
8/15/78,1.37E+12,1.28E+12,85048148100,1.10E+12,2.33E+11,28703905500
9/15/78,1.45E+12,1.37E+12,78756987400,1.19E+12,2.30E+11,26036649000
10/15/78,1.63E+12,1.55E+12,78123893800,1.36E+12,2.44E+11,25025686840
11/15/78,1.71E+12,1.64E+12,71127866700,1.44E+12,2.41E+11,21871013050
12/15/78,1.87E+12,1.80E+12,69986944800,1.59E+12,2.53E+11,20612225100
1/15/79,1.96E+12,1.89E+12,70779753600,1.67E+12,2.67E+11,20005285300
2/15/79,1.70E+12,1.63E+12,66736429600,1.43E+12,2.38E+11,19550144020
3/15/79,1.78E+12,1.70E+12,78159835200,1.49E+12,2.60E+11,23881792700
4/15/79,1.60E+12,1.52E+12,79232499200,1.33E+12,2.47E+11,25192830480
5/15/79,1.51E+12,1.42E+12,86340582600,1.23E+12,2.49E+11,28417416800
6/15/79,1.34E+12,1.26E+12,86836346700,1.07E+12,2.36E+11,29206892280
7/15/79,1.31E+12,1.21E+12,91645488700,1.03E+12,2.42E+11,31076828400
8/15/79,1.41E+12,1.32E+12,89031285300,1.13E+12,2.46E+11,29682709160
9/15/79,1.49E+12,1.41E+12,82454554300,1.22E+12,2.43E+11,26953521680
10/15/79,1.68E+12,1.59E+12,81732781100,1.39E+12,2.56E+11,25862024800
11/15/79,1.76E+12,1.68E+12,74389519400,1.48E+12,2.53E+11,22598850080
12/15/79,1.92E+12,1.84E+12,73176379900,1.62E+12,2.65E+11,21280894570
1/15/80,1.94E+12,1.87E+12,72581957900,1.65E+12,2.72E+11,20671078800
2/15/80,1.74E+12,1.67E+12,70926530300,1.46E+12,2.51E+11,20922240200
3/15/80,1.76E+12,1.68E+12,80181535900,1.47E+12,2.65E+11,24638553700
4/15/80,1.59E+12,1.51E+12,81302873900,1.31E+12,2.52E+11,25994911980
5/15/80,1.50E+12,1.41E+12,88556590000,1.21E+12,2.55E+11,29253331850
6/15/80,1.34E+12,1.25E+12,89130067100,1.06E+12,2.42E+11,30090853500
7/15/80,1.30E+12,1.21E+12,94120019900,1.02E+12,2.48E+11,32036948600
8/15/80,1.40E+12,1.31E+12,91406863500,1.12E+12,2.52E+11,30585153330
9/15/80,1.48E+12,1.40E+12,84556385300,1.20E+12,2.48E+11,27738847250
10/15/80,1.66E+12,1.58E+12,83838523500,1.37E+12,2.62E+11,26645619700
11/15/80,1.74E+12,1.66E+12,76301322300,1.45E+12,2.58E+11,23324943540
12/15/80,1.90E+12,1.82E+12,75049893200,1.60E+12,2.70E+11,21973883340
1/15/81,1.89E+12,1.82E+12,73970442000,1.59E+12,2.74E+11,20893207960
2/15/81,1.64E+12,1.57E+12,69863913000,1.37E+12,2.44E+11,20385314660
3/15/81,1.71E+12,1.63E+12,81866415700,1.42E+12,2.68E+11,24846884970
4/15/81,1.55E+12,1.47E+12,82997736700,1.27E+12,2.54E+11,26142797060
5/15/81,1.47E+12,1.38E+12,90499019400,1.18E+12,2.58E+11,29442481100
6/15/81,1.31E+12,1.22E+12,91145321600,1.03E+12,2.45E+11,30257100560
7/15/81,1.28E+12,1.18E+12,96296171100,9.89E+11,2.51E+11,32214970840
8/15/81,1.37E+12,1.28E+12,93493270000,1.08E+12,2.55E+11,30786843100
9/15/81,1.45E+12,1.36E+12,86426398200,1.17E+12,2.51E+11,27951873030
10/15/81,1.62E+12,1.54E+12,85628622100,1.33E+12,2.64E+11,26851927250
11/15/81,1.70E+12,1.62E+12,77813901800,1.41E+12,2.60E+11,23498712180
12/15/81,1.85E+12,1.77E+12,76507887400,1.55E+12,2.72E+11,22176232460
1/15/82,1.88E+12,1.80E+12,75778142000,1.57E+12,2.79E+11,21329904680
2/15/82,1.62E+12,1.55E+12,71662140600,1.35E+12,2.49E+11,20837472720
3/15/82,1.70E+12,1.62E+12,84043181200,1.40E+12,2.73E+11,25399916840
4/15/82,1.54E+12,1.46E+12,85285641400,1.25E+12,2.59E+11,26736276860
5/15/82,1.46E+12,1.36E+12,93014760200,1.16E+12,2.63E+11,30077134810
6/15/82,1.30E+12,1.21E+12,93759609500,1.02E+12,2.50E+11,30946461630
7/15/82,1.27E+12,1.17E+12,99063502700,9.77E+11,2.56E+11,32928971880
8/15/82,1.37E+12,1.27E+12,96116551500,1.07E+12,2.60E+11,31444604990
9/15/82,1.44E+12,1.35E+12,88793735400,1.15E+12,2.56E+11,28541732640
10/15/82,1.61E+12,1.52E+12,87947221200,1.31E+12,2.70E+11,27452434980
11/15/82,1.68E+12,1.60E+12,79834507200,1.39E+12,2.65E+11,24011265740
12/15/82,1.83E+12,1.75E+12,78444950400,1.53E+12,2.77E+11,22663579620
1/15/83,1.90E+12,1.82E+12,75208231400,1.59E+12,2.81E+11,21035164260
2/15/83,1.64E+12,1.57E+12,71186553600,1.36E+12,2.51E+11,20557943680
3/15/83,1.72E+12,1.63E+12,83537304500,1.41E+12,2.75E+11,25059282420
4/15/83,1.55E+12,1.47E+12,84822783800,1.26E+12,2.61E+11,26381870260
5/15/83,1.47E+12,1.38E+12,92588581200,1.17E+12,2.65E+11,29702574360
6/15/83,1.31E+12,1.22E+12,93364198300,1.03E+12,2.52E+11,30541372890
7/15/83,1.28E+12,1.18E+12,98683286000,9.88E+11,2.58E+11,32503375900
8/15/83,1.38E+12,1.28E+12,95713127900,1.08E+12,2.62E+11,31036327860
9/15/83,1.45E+12,1.37E+12,88362780800,1.16E+12,2.58E+11,28168491820
10/15/83,1.63E+12,1.54E+12,87428453300,1.32E+12,2.72E+11,27053211200
11/15/83,1.70E+12,1.62E+12,79303476100,1.40E+12,2.67E+11,23659987560
12/15/83,1.85E+12,1.77E+12,77880265800,1.54E+12,2.79E+11,22333121390
1/15/84,1.95E+12,1.87E+12,78467558200,1.63E+12,2.93E+11,21835621250
2/15/84,1.74E+12,1.67E+12,76959867000,1.45E+12,2.71E+11,22091172210
3/15/84,1.76E+12,1.68E+12,87190183900,1.45E+12,2.87E+11,25966957850
4/15/84,1.60E+12,1.51E+12,88543260800,1.29E+12,2.73E+11,27338881750
5/15/84,1.51E+12,1.41E+12,96664987400,1.20E+12,2.77E+11,30784542380
6/15/84,1.35E+12,1.25E+12,97496614900,1.05E+12,2.63E+11,31632969350
7/15/84,1.32E+12,1.22E+12,1.03E+11,1.01E+12,2.70E+11,33670024650
8/15/84,1.42E+12,1.32E+12,99972291800,1.11E+12,2.74E+11,32155291550
9/15/84,1.49E+12,1.40E+12,92205572500,1.19E+12,2.69E+11,29157443670
10/15/84,1.67E+12,1.58E+12,91259534500,1.35E+12,2.84E+11,28042435750
11/15/84,1.74E+12,1.66E+12,82737955000,1.43E+12,2.79E+11,24529662090
12/15/84,1.90E+12,1.82E+12,81275287000,1.58E+12,2.92E+11,23177568550
1/15/85,2.02E+12,1.94E+12,80831675900,1.68E+12,3.08E+11,22175038130
2/15/85,1.75E+12,1.67E+12,76496073200,1.45E+12,2.75E+11,21649867540
3/15/85,1.83E+12,1.74E+12,89697709900,1.50E+12,3.01E+11,26366853840
4/15/85,1.66E+12,1.57E+12,90970027900,1.34E+12,2.86E+11,27702075470
5/15/85,1.57E+12,1.47E+12,99192005800,1.24E+12,2.90E+11,31131934870
6/15/85,1.40E+12,1.30E+12,99992109300,1.09E+12,2.76E+11,31973377630
7/15/85,1.37E+12,1.27E+12,1.06E+11,1.05E+12,2.83E+11,34070970610
